t,x
1970-01-01,2.591601165294931
1970-01-02,5.337995050033344
1970-01-03,6.9470042642550425
1970-01-04,8.50496194976509
1970-01-05,9.090427919470125
1970-01-06,10.913674869959783
1970-01-07,14.432582170970203
1970-01-08,16.18929965408585
1970-01-09,19.453224692617532
1970-01-10,18.503264355577254
1970-01-11,22.233611121352176
1970-01-12,23.508651457108623
1970-01-13,25.462056388254133
1970-01-14,28.265212142809865
1970-01-15,29.61626038506465
1970-01-16,31.929865507088866
1970-01-17,33.35814936554435
1970-01-18,35.675329199394525
1970-01-19,37.37056827712586
1970-01-20,40.80957464859762
1970-01-21,42.31378722871928
1970-01-22,43.01569265785163
1970-01-23,44.93868345042029
1970-01-24,48.77338274842517
1970-01-25,50.75978140675554
1970-01-26,50.946151449689815
1970-01-27,53.24051985405792
1970-01-28,55.86737027314742
1970-01-29,57.6508614841452
1970-01-30,61.281140486679206
1970-01-31,61.513830109626
1970-02-01,64.33389929321454
1970-02-02,67.00486926950593
1970-02-03,67.08568190617649
1970-02-04,69.15864118567963
1970-02-05,70.73249440702598
1970-02-06,73.5114469777506
1970-02-07,75.077191176644
1970-02-08,79.82353277314446
1970-02-09,78.74985128535451
1970-02-10,82.31639653697788
1970-02-11,83.59237447248286
1970-02-12,85.92141239411293
1970-02-13,89.35634992435735
1970-02-14,87.52387859022308
1970-02-15,92.46096704634728
1970-02-16,94.78209193740919
1970-02-17,94.28414370224345
1970-02-18,98.39039383748586
1970-02-19,100.37504224117139
1970-02-20,102.68599915406934
1970-02-21,103.10425921593793
1970-02-22,104.95929437690633
1970-02-23,107.54643839904638
1970-02-24,111.26265384022705
1970-02-25,111.74836811631957
1970-02-26,113.11829438074761
1970-02-27,115.65773785789625
1970-02-28,117.53556992050909
1970-03-01,118.19433453143829
1970-03-02,121.92551591863612
1970-03-03,125.7469576016149
1970-03-04,124.28855578264447
1970-03-05,127.53701713742997
1970-03-06,129.63628230707414
1970-03-07,131.7968046927143
1970-03-08,134.93897166189805
1970-03-09,135.88952230103834
