t,x,id
1970-01-01,0.8370294841364334,0
1970-01-02,2.281081761144439,0
1970-01-03,7.974025783473647,0
1970-01-04,23.406074950675475,0
1970-01-05,72.03445974577079,0
1970-01-06,214.3572771219066,0
1970-01-07,642.6780170239075,0
1970-01-08,1928.5724478097789,0
1970-01-09,5785.7610422912385,0
1970-01-10,17356.27926986955,0
1970-01-11,52070.43786717676,0
1970-01-12,156209.06441217006,0
1970-01-13,468624.17778637854,0
1970-01-14,1405855.3777890797,0
1970-01-15,4217520.06860893,0
1970-01-16,12652417.095482478,0
1970-01-17,37956820.5598528,0
1970-01-18,113869177.30331996,0
1970-01-19,341603676.12568814,0
1970-01-20,1024799455.8290256,0
1970-01-21,3074363653.976935,0
1970-01-22,9222986819.552109,0
1970-01-23,27668648041.16059,0
1970-01-24,83005006876.6204,0
1970-01-25,249012208919.13782,0
1970-01-26,747028191715.8446,0
1970-01-27,2241059270316.1147,0
1970-01-28,6723101897304.617,0
1970-01-29,20169077953559.72,0
1970-01-30,60506550653327.62,0
1970-01-31,181517602361071.34,0
1970-02-01,544546658355904.4,0
1970-02-02,1633621529094076.0,0
1970-02-03,4900809249986146.0,0
1970-02-04,1.4702261739944686e+16,0
1970-02-05,4.4106287195416216e+16,0
1970-02-06,1.3231736752986523e+17,0
1970-02-07,3.969476204710551e+17,0
1970-02-08,1.1908294152093706e+18,0
1970-02-09,3.5724479074722053e+18,0
1970-02-10,1.071722270931531e+19,0
1970-02-11,3.2151305092741206e+19,0
1970-02-12,9.64528261849069e+19,0
1970-02-13,2.893552113116625e+20,0
1970-02-14,8.680558323164875e+20,0
1970-02-15,2.604138092425983e+21,0
1970-02-16,7.812326064703557e+21,0
1970-02-17,2.3436713559375613e+22,0
1970-02-18,7.03093467828859e+22,0
1970-02-19,2.1092565868982725e+23,0
1970-02-20,6.327698311736669e+23,0
1970-02-21,1.8982880590755822e+24,0
1970-02-22,5.694799874616561e+24,0
1970-02-23,1.7084206718197315e+25,0
1970-02-24,5.125204144416932e+25,0
1970-02-25,1.5375438822084332e+26,0
1970-02-26,4.612579563863451e+26,0
1970-02-27,1.3837582445069058e+27,0
1970-02-28,4.1512278600935986e+27,0
1970-03-01,1.2453542961587229e+28,0
1970-03-02,3.7360207033444305e+28,0
1970-03-03,1.1207935556067057e+29,0
1970-03-04,3.362342701058936e+29,0
1970-03-05,1.0086914207179316e+30,0
1970-03-06,3.0260400937403586e+30,0
1970-03-07,9.078017777138187e+30,0
1970-03-08,2.7233745822638124e+31,0
1970-03-09,8.17003149520016e+31,0
1970-03-10,2.450981773395158e+32,0
1970-03-11,7.352862295628273e+32,0
1970-03-12,2.2058337816025585e+33,0
1970-03-13,6.617426624393609e+33,0
1970-03-14,1.9852055714469705e+34,0
1970-03-15,5.955549467486891e+34,0
1970-03-16,1.7866446664176527e+35,0
1970-03-17,5.3598734784510836e+35,0
1970-03-18,1.6079438874997705e+36,0
1970-03-19,4.8237771950076664e+36,0
1970-03-20,1.4471168184393095e+37,0
1970-03-21,4.341301435682461e+37,0
1970-03-22,1.3023757249801469e+38,0
1970-03-23,3.907083058264809e+38,0
1970-03-24,1.1721116826261939e+39,0
1970-03-25,3.516295343767152e+39,0
1970-03-26,1.0548766920312106e+40,0
1970-03-27,3.164594343200304e+40,0
1970-03-28,9.493675832131342e+40,0
1970-03-29,2.8480705907616528e+41,0
1970-03-30,8.54411529674106e+41,0
1970-03-31,2.5632056466859492e+42,0
1970-04-01,7.689530114029134e+42,0
1970-04-02,2.306832986694241e+43,0
1970-04-03,6.920420818421558e+43,0
1970-04-04,2.0761028032928147e+44,0
1970-04-05,6.228238083971569e+44,0
1970-04-06,1.8684503276576302e+45,0
1970-04-07,5.6052876910860264e+45,0
1970-04-08,1.6815673199741434e+46,0
1970-04-09,5.044644998510615e+46,0
1970-04-10,1.513376411322591e+47,0
1970-04-11,4.5400779698548385e+47,0
1970-04-12,1.3620080118962235e+48,0
1970-04-13,4.085977899028936e+48,0
1970-04-14,1.2257795288670444e+49,0
1970-04-15,3.6772970645450667e+49,0
1970-04-16,1.103176662887352e+50,0
1970-04-17,3.309492619655503e+50,0
1970-04-18,9.928365753212687e+50,0
1970-04-19,2.978476094617407e+51,0
1970-04-20,8.935327390952251e+51,0
1970-04-21,2.680567949757449e+52,0
1970-04-22,8.041613047712948e+52,0
1970-04-23,2.4124566741536465e+53,0
1970-04-24,7.237288302902959e+53,0
1970-04-25,2.17116197528031e+54,0
1970-04-26,6.513412379899641e+54,0
1970-04-27,1.954001650436634e+55,0
1970-04-28,5.86193876145751e+55,0
1970-04-29,1.7585617717057463e+56,0
1970-04-30,5.275625745595347e+56,0
1970-05-01,1.582669853023822e+57,0
1970-05-02,4.747955947712471e+57,0
1970-05-03,1.4243707010876456e+58,0
1970-05-04,4.273063854129454e+58,0
1970-05-05,1.2819046816622303e+59,0
1970-05-06,3.8456706217471856e+59,0
1970-05-07,1.153688159699396e+60,0
1970-05-08,3.4610253990651786e+60,0
1970-05-09,1.0382958958420308e+61,0
1970-05-10,3.114852516290658e+61,0
1970-05-11,9.344452036357062e+61,0
1970-05-12,2.8033039575100577e+62,0
1970-05-13,8.409816913411218e+62,0
1970-05-14,2.522916586609344e+63,0
1970-05-15,7.56866429855095e+63,0
1970-05-16,2.2705736514716516e+64,0
1970-05-17,6.811644041002521e+64,0
1970-05-18,2.0434701385375622e+65,0
1970-05-19,6.130341195104706e+65,0
1970-05-20,1.839081592613495e+66,0
1970-05-21,5.517182480790158e+66,0
1970-05-22,1.6551360553329747e+67,0
1970-05-23,4.9653520999197737e+67,0
1970-05-24,1.4895888103421056e+68,0
1970-05-25,4.468715972694584e+68,0
1970-05-26,1.3405996544797782e+69,0
1970-05-27,4.0217535519663056e+69,0
1970-05-28,1.2065124423018096e+70,0
1970-05-29,3.619496457502658e+70,0
1970-05-30,1.0858366765684072e+71,0
1970-05-31,3.257473248073369e+71,0
1970-06-01,9.772309400570494e+71,0
1970-06-02,2.9316597174500412e+72,0
1970-06-03,8.794879845308125e+72,0
1970-06-04,2.6384341618162308e+73,0
1970-06-05,7.91521311112924e+73,0
1970-06-06,2.374537121345682e+74,0
1970-06-07,7.123530928966007e+74,0
1970-06-08,2.137035148440956e+75,0
1970-06-09,6.411033055393718e+75,0
1970-06-10,1.9232881998845838e+76,0
1970-06-11,5.76979945018879e+76,0
1970-06-12,1.730920290437836e+77,0
1970-06-13,5.192702238119158e+77,0
1970-06-14,1.5577930816760567e+78,0
1970-06-15,4.673326476344933e+78,0
1970-06-16,1.4019821124772578e+79,0
1970-06-17,4.2058988466893463e+79,0
1970-06-18,1.2617554069449462e+80,0
1970-06-19,3.7852234801318693e+80,0
1970-06-20,1.13555422197345e+81,0
1970-06-21,3.4066242001563523e+81,0
1970-06-22,1.0219757204480053e+82,0
1970-06-23,3.065892542938208e+82,0
1970-06-24,9.19757377476986e+82,0
1970-06-25,2.7592409765693246e+83,0
1970-06-26,8.277629463178447e+83,0
1970-06-27,2.483260799311284e+84,0
1970-06-28,7.4496982799569185e+84,0
1970-06-29,2.2348842488789366e+85,0
1970-06-30,6.704577042167208e+85,0
1970-07-01,2.0113504015657225e+86,0
1970-07-02,6.033983072213164e+86,0
1970-07-03,1.81017448214954e+87,0
1970-07-04,5.430462128597761e+87,0
1970-07-05,1.6291202434317788e+88,0
1970-07-06,4.887305545475805e+88,0
1970-07-07,1.4661751083838152e+89,0
1970-07-08,4.3984756599354594e+89,0
1970-07-09,1.3195277985840778e+90,0
1970-07-10,3.9585386980672555e+90,0
1970-07-11,1.1875482002660923e+91,0
1970-07-12,3.562604373790246e+91,0
1970-07-13,1.0687692441709293e+92,0
1970-07-14,3.2062715290231456e+92,0
1970-07-15,9.618705977826865e+92,0
1970-07-16,2.8855792109431904e+93,0
1970-07-17,8.656639886718662e+93,0
1970-07-18,2.5969626425134314e+94,0
1970-07-19,7.790799958027095e+94,0
1970-07-20,2.3372135968521566e+95,0
1970-07-21,7.011561619782509e+95,0
1970-07-22,2.103444734970747e+96,0
1970-07-23,6.310262952824765e+96,0
1970-07-24,1.8930575104625465e+97,0
1970-07-25,5.679108405957059e+97,0
1970-07-26,1.703713284375162e+98,0
1970-07-27,5.1110821415412666e+98,0
1970-07-28,1.5333073291826069e+99,0
1970-07-29,4.59987004829497e+99,0
1970-07-30,1.3799454328885748e+100,0
1970-07-31,4.139789554393787e+100,0
1970-08-01,1.2419228431948967e+101,0
1970-08-02,3.725726460689991e+101,0
1970-08-03,1.1177053176810916e+102,0
1970-08-04,3.353078091893065e+102,0
1970-08-05,1.0059120693511078e+103,0
1970-08-06,3.0177021337876354e+103,0
1970-08-07,9.053004179720077e+103,0
1970-08-08,2.7158705877694393e+104,0
1970-08-09,8.147519765907353e+104,0
1970-08-10,2.444228330863548e+105,0
1970-08-11,7.332602196799555e+105,0
1970-08-12,2.199755820583003e+106,0
1970-08-13,6.599192947219795e+106,0
1970-08-14,1.9797355300595844e+107,0
1970-08-15,5.939139528616915e+107,0
1970-08-16,1.7817217403436876e+108,0
1970-08-17,5.345104866988386e+108,0
1970-08-18,1.6035133540881568e+109,0
1970-08-19,4.810485744852715e+109,0
1970-08-20,1.4431294284162829e+110,0
1970-08-21,4.32933940068223e+110,0
1970-08-22,1.2987871550002756e+111,0
1970-08-23,3.8963174698844145e+111,0
1970-08-24,1.1688820425794298e+112,0
1970-08-25,3.5066065330276884e+112,0
1970-08-26,1.0519700816292492e+113,0
1970-08-27,3.155874610452941e+113,0
1970-08-28,9.467516929261482e+113,0
1970-08-29,2.840223008511363e+114,0
1970-08-30,8.520572815819192e+114,0
1970-08-31,2.5561429821571892e+115,0
1970-09-01,7.668342359683554e+115,0
1970-09-02,2.300476732161966e+116,0
1970-09-03,6.901352270136502e+116,0
1970-09-04,2.070382303400099e+117,0
1970-09-05,6.211076778069636e+117,0
1970-09-06,1.8633019940192583e+118,0
1970-09-07,5.589842864565566e+118,0
1970-09-08,1.6769339243358113e+119,0
1970-09-09,5.030744968547263e+119,0
1970-09-10,1.5092064494185475e+120,0
1970-09-11,4.527568225395999e+120,0
1970-09-12,1.3582551309340805e+121,0
1970-09-13,4.0747193832675977e+121,0
1970-09-14,1.222402012275739e+122,0
1970-09-15,3.6671646291811485e+122,0
1970-09-16,1.1001369666007885e+123,0
1970-09-17,3.300373633762485e+123,0
1970-09-18,9.901009104430164e+123,0
1970-09-19,2.970269192650563e+124,0
1970-09-20,8.910706963052317e+124,0
1970-09-21,2.6731819047867068e+125,0
1970-09-22,8.019455162995613e+125,0
1970-09-23,2.4058093837960652e+126,0
1970-09-24,7.21734665700053e+126,0
1970-09-25,2.1651795490599134e+127,0
1970-09-26,6.495465303887157e+127,0
1970-09-27,1.948617588426815e+128,0
1970-09-28,5.8457867578077695e+128,0
1970-09-29,1.753716225324122e+129,0
1970-09-30,5.2610892705885123e+129,0
1970-10-01,1.5783089597626277e+130,0
1970-10-02,4.734873415649786e+130,0
1970-10-03,1.42044598578461e+131,0
1970-10-04,4.261289841166154e+131,0
1970-10-05,1.2783725176565322e+132,0
1970-10-06,3.835074249378616e+132,0
1970-10-07,1.150509283882977e+133,0
1970-10-08,3.4514888792971623e+133,0
1970-10-09,1.0354349722156328e+134,0
1970-10-10,3.1062698423223925e+134,0
1970-10-11,9.318704305181767e+134,0
1970-10-12,2.7955797253753347e+135,0
1970-10-13,8.38664447865769e+135,0
1970-10-14,2.5159649346775915e+136,0
1970-10-15,7.547809578235951e+136,0
1970-10-16,2.264317306020432e+137,0
1970-10-17,6.792875216576309e+137,0
1970-10-18,2.037839554787215e+138,0
1970-10-19,6.113449634584057e+138,0
1970-10-20,1.8340141816757732e+139,0
1970-10-21,5.501980419630473e+139,0
1970-10-22,1.6505754884805314e+140,0
1970-10-23,4.951670553847086e+140,0
1970-10-24,1.4854843928651687e+141,0
1970-10-25,4.456402859296812e+141,0
1970-10-26,1.336905762169887e+142,0
1970-10-27,4.010672000163541e+142,0
1970-10-28,1.2031880142986293e+143,0
1970-10-29,3.609523286104792e+143,0
1970-10-30,1.0828447589321684e+144,0
1970-10-31,3.248497596512872e+144,0
1970-11-01,9.745382749930223e+144,0
1970-11-02,2.9235818134692974e+145,0
1970-11-03,8.770646406996816e+145,0
1970-11-04,2.631164212411188e+146,0
1970-11-05,7.8934035091763774e+146,0
1970-11-06,2.36799431463767e+147,0
1970-11-07,7.103902730473006e+147,0
1970-11-08,2.1311467553816157e+148,0
1970-11-09,6.393368075679126e+148,0
1970-11-10,1.9179887658085592e+149,0
1970-11-11,5.753901327473747e+149,0
1970-11-12,1.726150907476624e+150,0
1970-11-13,5.178394250793603e+150,0
1970-11-14,1.5535007339452673e+151,0
1970-11-15,4.660449578551553e+151,0
1970-11-16,1.3981190867584475e+152,0
1970-11-17,4.194309900389049e+152,0
1970-11-18,1.2582787623112538e+153,0
1970-11-19,3.774793663998654e+153,0
1970-11-20,1.1324253124634448e+154,0
1970-11-21,3.397237577615019e+154,0
1970-11-22,1.0191597654818506e+155,0
1970-11-23,3.0574447734274024e+155,0
1970-11-24,9.172230752397192e+155,0
1970-11-25,2.7516381557044784e+156,0
1970-11-26,8.254821258121863e+156,0
1970-11-27,2.4764184150548236e+157,0
1970-11-28,7.429171358966464e+157,0
1970-11-29,2.2287262421146927e+158,0
1970-11-30,6.686103230470799e+158,0
1970-12-01,2.00580832063499e+159,0
1970-12-02,6.017357017153418e+159,0
1970-12-03,1.8051867219507162e+160,0
1970-12-04,5.415499016956679e+160,0
1970-12-05,1.6246313606254994e+161,0
1970-12-06,4.873839049113383e+161,0
1970-12-07,1.4621352050914988e+162,0
1970-12-08,4.386356086906196e+162,0
1970-12-09,1.3158919677291407e+163,0
1970-12-10,3.94763132866258e+163,0
1970-12-11,1.184276026392313e+164,0
1970-12-12,3.552787963010526e+164,0
1970-12-13,1.0658243541891235e+165,0
1970-12-14,3.197436958832931e+165,0
1970-12-15,9.592202566518454e+165,0
1970-12-16,2.8776282773283237e+166,0
1970-12-17,8.632787355203988e+166,0
1970-12-18,2.589806963857095e+167,0
1970-12-19,7.769333164449547e+167,0
1970-12-20,2.3307736314955097e+168,0
1970-12-21,6.992241941859956e+168,0
1970-12-22,2.097648897037459e+169,0
1970-12-23,6.292875635353117e+169,0
1970-12-24,1.8878413741188512e+170,0
1970-12-25,5.663460173617376e+170,0
1970-12-26,1.6990188676800802e+171,0
1970-12-27,5.096999050474694e+171,0
1970-12-28,1.5290824495676978e+172,0
1970-12-29,4.587195552563816e+172,0
1970-12-30,1.3761431271028157e+173,0
1970-12-31,4.128382765835818e+173,0
1971-01-01,1.2385008452668615e+174,0
1971-01-02,3.7154605828226434e+174,0
1971-01-03,1.1146255890955223e+175,0
1971-01-04,3.343839010459085e+175,0
1971-01-05,1.0031403762173782e+176,0
1971-01-06,3.0093871482747807e+176,0
1971-01-07,9.028059504843333e+176,0
1971-01-08,2.7083872698040085e+177,0
1971-01-09,8.125070065500973e+177,0
1971-01-10,2.43749349678775e+178,0
1971-01-11,7.312397922707932e+178,0
1971-01-12,2.1936946067954746e+179,0
1971-01-13,6.581009511174767e+179,0
1971-01-14,1.9742805608406483e+180,0
1971-01-15,5.922774805741735e+180,0
1971-01-16,1.7768123789149963e+181,0
1971-01-17,5.330376949002023e+181,0
1971-01-18,1.599095028581597e+182,0
1971-01-19,4.7972309179993954e+182,0
1971-01-20,1.4391530252596877e+183,0
1971-01-21,4.317410325909127e+183,0
1971-01-22,1.2952084729768927e+184,0
1971-01-23,3.885581545038543e+184,0
1971-01-24,1.1656613014925405e+185,0
1971-01-25,3.4969444188664046e+185,0
1971-01-26,1.04907148011031e+186,0
1971-01-27,3.147178904083352e+186,0
1971-01-28,9.441430104711072e+186,0
1971-01-29,2.8323970495127504e+187,0
1971-01-30,8.497095203919891e+187,0
1971-01-31,2.5490997781154622e+188,0
1971-02-01,7.647212986139868e+188,0
1971-02-02,2.294137991672501e+189,0
1971-02-03,6.882336263386601e+189,0
1971-02-04,2.0646775657899505e+190,0
1971-02-05,6.193962758481474e+190,0
1971-02-06,1.85816784611484e+191,0
1971-02-07,5.574440594766439e+191,0
1971-02-08,1.6723132955697219e+192,0
1971-02-09,5.016883238768176e+192,0
1971-02-10,1.505047977440045e+193,0
1971-02-11,4.515092950324572e+193,0
1971-02-12,1.3545125906713992e+194,0
1971-02-13,4.063491889254364e+194,0
1971-02-14,1.2190338021037826e+195,0
1971-02-15,3.6570601127600317e+195,0
1971-02-16,1.0971056459024928e+196,0
1971-02-17,3.2912797743505557e+196,0
1971-02-18,9.87372783423977e+196,0
1971-02-19,2.9620849040060195e+197,0
1971-02-20,8.886154374353284e+197,0
1971-02-21,2.6658162113464363e+198,0
1971-02-22,7.997358332180304e+198,0
1971-02-23,2.3991804094022774e+199,0
1971-02-24,7.197459958369048e+199,0
1971-02-25,2.1592136068346724e+200,0
1971-02-26,6.477567679301761e+200,0
1971-02-27,1.9432483616776108e+201,0
1971-02-28,5.829679259437345e+201,0
1971-03-01,1.748884030375535e+202,0
1971-03-02,5.246592849428525e+202,0
1971-03-03,1.5739600825198084e+203,0
1971-03-04,4.721826931235198e+203,0
1971-03-05,1.4165320846538954e+204,0
1971-03-06,4.2495482703534977e+204,0
1971-03-07,1.2748500861861327e+205,0
1971-03-08,3.8245070742862617e+205,0
1971-03-09,1.14733916715052e+206,0
1971-03-10,3.441978636484327e+206,0
1971-03-11,1.0325819315867792e+207,0
1971-03-12,3.09771081707973e+207,0
1971-03-13,9.2930275193822e+207,0
1971-03-14,2.78787677661301e+208,0
1971-03-15,8.363535893300404e+208,0
1971-03-16,2.5090324373484287e+209,0
1971-03-17,7.527012321079878e+209,0
1971-03-18,2.2580781993222398e+210,0
1971-03-19,6.774158107825234e+210,0
1971-03-20,2.0322244855642272e+211,0
1971-03-21,6.096604617119951e+211,0
1971-03-22,1.8289607334973533e+212,0
1971-03-23,5.486820246275719e+212,0
1971-03-24,1.646027487827677e+213,0
1971-03-25,4.9380267059474994e+213,0
1971-03-26,1.4813912847124629e+214,0
1971-03-27,4.444123673488642e+214,0
1971-03-28,1.3332220480219505e+215,0
1971-03-29,3.999620982501865e+215,0
1971-03-30,1.1998727464343438e+216,0
